,,,MAPE Performance Comparison,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CPU-TA < baseline,CPU-TA <> baseline,baseline < CPU-TA,,,,,,,,,,,,,,,,,,,,,,,,,
Prediction Group,Scenarios,Win (p<0.05),Tie (p>0.05),Loss (p<0.05),Error Range,,,,,,,,,,,,,,,,,,,,,,,,
CPU,74,20,40,14,1% to 4%,,,,,,,,,,,,,,,,,,,,,,,,
Memory,96,37,44,15,1.5% to 5%,,,,,,,,,,,,,,,,,,,,,,,,
AWS to IBM,24,8,9,7,3% to 8%,,,,,,,,,,,,,,,,,,,,,,,,
IBM,254,84,91,79,7% to 17%,,,,,,,,,,,,,,,,,,,,,,,,
Sysbench,33,0,0,33,20% to 30%,,,,,,,,,,,,,,,,,,,,,,,,
Firecracker,90,32,37,21,2% to 6%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classic AWS CPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,process,workload,MAPE,SAPE,sDF,tDF,sSTDEV,tSTDEV,sAverage,tAverage,sCV,tCV,sUser,sIdle,sKern,tUser,tIdle,tKern,sLTAMape,tLTAMape,wassersteinDistance,minMape,minWasserstein,meanOffset,stdOffset,tStat,pValue,tStatTarget,pValueTarget
Firecracker_256MB->Firecracker_512MB,Forest,SCSMT2,2.95,2873.3,974,976,15294.548,7683.188,45998.458,22556.046,0.333,0.341,0.073,0.927,0,0.146,0.854,0,0.099,0.126,624.326,1.35,306.738,619.897,142.035,0.582,0.365,0.642,0.414
Firecracker_256MB->Firecracker_2GB,Forest,SCSMT2,7.185,6998.19,974,958,15294.548,2106.876,45998.458,5403.745,0.333,0.39,0.073,0.927,0,0.549,0.45,0.001,0.099,0.949,344.838,5.425,247.607,286.624,200.056,-1.424,0.266,-0.951,0.454
Firecracker_512MB->Firecracker_1GB,RegressionRuntime,SCSMT2,1.019,994.544,976,976,7683.188,3927.77,22556.046,10820.181,0.341,0.363,0.146,0.854,0,0.291,0.709,0.001,0.126,0.165,108.631,0.608,64.633,71.565,68.808,-0.02,0.837,-0.007,0.849
Firecracker_256MB->Firecracker_512MB,Regression,SCSMT2,2.981,2903.494,974,976,15294.548,7683.188,45998.458,22556.046,0.333,0.341,0.073,0.927,0,0.146,0.854,0,0.099,0.126,631.171,1.359,316.411,630.937,147.673,0.603,0.357,0.663,0.407
Firecracker_512MB->Firecracker_8GB,RegressionRuntime,SCSMT2,3.328,3248.128,976,976,7683.188,1606.105,22556.046,3743.074,0.341,0.429,0.146,0.854,0,0.3,0.699,0.001,0.126,0.176,107.333,1.323,45.886,58.813,86.91,-0.332,0.707,0.732,0.455
Firecracker_256MB->Firecracker_512MB,RegressionRuntime,SCSMT2,0.469,457.744,976,976,15307.645,7683.188,46040.658,22556.046,0.332,0.341,0.073,0.927,0,0.146,0.854,0,0.1,0.126,107.776,0.323,71.515,52.303,79.823,0.051,0.938,0.054,0.848
Firecracker_256MB->Firecracker_1GB,ForestRuntime,SCSMT2,1.217,1187.792,976,976,15307.645,3927.77,46040.658,10820.181,0.332,0.363,0.073,0.927,0,0.291,0.709,0.001,0.1,0.165,120.973,0.882,91.086,60.698,78.032,0.019,0.86,0.05,0.778
Firecracker_2GB->Firecracker_8GB,RegressionRuntime,SCSMT2,2.339,2282.864,976,976,2142.155,1606.105,5446.657,3743.074,0.393,0.429,0.548,0.45,0.001,0.3,0.699,0.001,1.016,0.176,88.357,1.396,50.138,63.112,73.134,-0.15,0.671,0.397,0.63
Firecracker_256MB->Firecracker_1GB,RegressionRuntime,SCSMT2,1.05,1024.8,976,976,15307.645,3927.77,46040.658,10820.181,0.332,0.363,0.073,0.927,0,0.291,0.709,0.001,0.1,0.165,111.172,0.775,82.588,59.414,75.977,0.016,0.863,0.046,0.771
Firecracker_1GB->Firecracker_4GB,Regression,SCSMT2,1.614,1575.264,976,975,3927.77,1555.087,10820.181,3750.901,0.363,0.415,0.291,0.709,0.001,0.5,0.499,0.001,0.165,0.177,64.895,0.777,29.152,49.06,52.313,-0.222,0.718,0.487,0.475
Firecracker_1GB->Firecracker_2GB,ForestRuntime,SCSMT2,1.501,1464.976,976,976,3927.77,2142.155,10820.181,5446.657,0.363,0.393,0.291,0.709,0.001,0.548,0.45,0.001,0.165,1.016,68.082,1.238,61.221,53.055,46.055,-0.171,0.781,0.209,0.837
Firecracker_1GB->Firecracker_2GB,RegressionRuntime,SCSMT2,1.454,1419.104,976,976,3927.77,2142.155,10820.181,5446.657,0.363,0.393,0.291,0.709,0.001,0.548,0.45,0.001,0.165,1.016,64.086,1.197,56.898,52.95,47.613,-0.16,0.781,0.22,0.829
Firecracker_512MB->Firecracker_4GB,ForestRuntime,SCSMT2,4.125,4026,976,976,7683.188,1616.235,22556.046,3765.093,0.341,0.429,0.146,0.854,0,0.499,0.5,0.001,0.126,0.211,149.001,1.875,58.328,135.994,84.633,-0.321,0.406,0.868,0.423
Firecracker_512MB->Firecracker_4GB,RegressionRuntime,SCSMT2,4.031,3934.256,976,976,7683.188,1616.235,22556.046,3765.093,0.341,0.429,0.146,0.854,0,0.499,0.5,0.001,0.126,0.211,146.979,1.925,57.536,136.767,84.305,-0.318,0.403,0.871,0.423
Firecracker_1GB->Firecracker_8GB,RegressionRuntime,SCSMT2,2.974,2902.624,976,976,3927.77,1606.105,10820.181,3743.074,0.363,0.429,0.291,0.709,0.001,0.3,0.699,0.001,0.165,0.176,102.556,0.868,30.51,56.582,76.813,-0.318,0.713,0.679,0.491
Firecracker_2GB->Firecracker_4GB,Regression,SCSMT2,10.205,9776.39,958,975,2106.876,1555.087,5403.745,3750.901,0.39,0.415,0.549,0.45,0.001,0.5,0.499,0.001,0.949,0.177,296.372,7.711,236.931,287.139,153.506,1.468,0.07,1.828,0.051
Firecracker_512MB->Firecracker_8GB,Regression,SCSMT2,1.509,1472.784,976,975,7683.188,1603.532,22556.046,3739.731,0.341,0.429,0.146,0.854,0,0.3,0.699,0.001,0.126,0.115,60.383,0.927,36.576,53.582,28.916,-0.238,0.703,0.884,0.246
Firecracker_1GB->Firecracker_4GB,RegressionRuntime,SCSMT2,3.084,3009.984,976,976,3927.77,1616.235,10820.181,3765.093,0.363,0.429,0.291,0.709,0.001,0.499,0.5,0.001,0.165,0.211,112.675,1.613,49.801,110.547,56.305,-0.285,0.47,0.832,0.425
Firecracker_512MB->Firecracker_1GB,Forest,SCSMT2,1.276,1245.376,976,976,7683.188,3927.77,22556.046,10820.181,0.341,0.363,0.146,0.854,0,0.291,0.709,0.001,0.126,0.165,125.756,0.721,66.098,83.128,75.733,-0.065,0.814,-0.05,0.86
Firecracker_2GB->Firecracker_8GB,Regression,SCSMT2,11.494,11011.252,958,975,2106.876,1603.532,5403.745,3739.731,0.39,0.429,0.549,0.45,0.001,0.3,0.699,0.001,0.949,0.115,318.156,9.325,283.296,306.013,189.936,1.465,0.053,2.149,0.018
Firecracker_256MB->Firecracker_1GB,Forest,SCSMT2,2.665,2595.71,974,976,15294.548,3927.77,45998.458,10820.181,0.333,0.363,0.073,0.927,0,0.291,0.709,0.001,0.099,0.165,274.747,1.54,174.378,254.67,103.934,0.573,0.478,0.627,0.433
Firecracker_2GB->Firecracker_8GB,ForestRuntime,SCSMT2,2.383,2325.808,976,976,2142.155,1606.105,5446.657,3743.074,0.393,0.429,0.548,0.45,0.001,0.3,0.699,0.001,1.016,0.176,90.078,1.472,50.157,63.918,73.768,-0.157,0.667,0.391,0.631
Firecracker_4GB->Firecracker_8GB,Regression,SCSMT2,1.615,1574.625,975,975,1555.087,1603.532,3750.901,3739.731,0.415,0.429,0.5,0.499,0.001,0.3,0.699,0.001,0.177,0.115,50.6,1.183,43.213,37.156,35.943,-0.008,0.807,0.32,0.685
Firecracker_256MB->Firecracker_4GB,ForestRuntime,SCSMT2,4.073,3975.248,976,976,15307.645,1616.235,46040.658,3765.093,0.332,0.429,0.073,0.927,0,0.499,0.5,0.001,0.1,0.211,144.514,1.91,60.244,124.981,80.711,-0.29,0.441,0.927,0.386
Firecracker_1GB->Firecracker_8GB,ForestRuntime,SCSMT2,2.974,2902.624,976,976,3927.77,1606.105,10820.181,3743.074,0.363,0.429,0.291,0.709,0.001,0.3,0.699,0.001,0.165,0.176,103.379,0.925,33.333,56.974,76.66,-0.329,0.712,0.669,0.49
Firecracker_1GB->Firecracker_4GB,Forest,SCSMT2,1.795,1751.92,976,975,3927.77,1555.087,10820.181,3750.901,0.363,0.415,0.291,0.709,0.001,0.5,0.499,0.001,0.165,0.177,66.085,0.973,34.833,46.455,49.282,-0.212,0.733,0.496,0.496
Firecracker_1GB->Firecracker_4GB,ForestRuntime,SCSMT2,3.151,3075.376,976,976,3927.77,1616.235,10820.181,3765.093,0.363,0.429,0.291,0.709,0.001,0.499,0.5,0.001,0.165,0.211,114.923,1.68,53.276,110.572,57.04,-0.297,0.468,0.821,0.43
Firecracker_1GB->Firecracker_2GB,Regression,SCSMT2,10.671,10414.896,976,958,3927.77,2106.876,10820.181,5403.745,0.363,0.39,0.291,0.709,0.001,0.549,0.45,0.001,0.165,0.949,505.886,7.852,335.326,445.683,227.854,-2.04,0.126,-1.682,0.159
Firecracker_1GB->Firecracker_8GB,Regression,SCSMT2,1.838,1793.888,976,975,3927.77,1603.532,10820.181,3739.731,0.363,0.429,0.291,0.709,0.001,0.3,0.699,0.001,0.165,0.115,77.674,1.365,53.303,67.034,55.24,-0.214,0.637,0.825,0.251
Firecracker_2GB->Firecracker_4GB,RegressionRuntime,SCSMT2,2.045,1995.92,976,976,2142.155,1616.235,5446.657,3765.093,0.393,0.429,0.548,0.45,0.001,0.499,0.5,0.001,1.016,0.211,79.623,0.537,19.06,69.807,46.303,-0.106,0.657,0.551,0.606
Firecracker_1GB->Firecracker_2GB,Forest,SCSMT2,10.754,10495.904,976,958,3927.77,2106.876,10820.181,5403.745,0.363,0.39,0.291,0.709,0.001,0.549,0.45,0.001,0.165,0.949,506.064,7.738,324.497,449.914,232.233,-2.033,0.118,-1.676,0.151
Firecracker_1GB->Firecracker_8GB,Forest,SCSMT2,1.959,1911.984,976,975,3927.77,1603.532,10820.181,3739.731,0.363,0.429,0.291,0.709,0.001,0.3,0.699,0.001,0.165,0.115,77.246,1.373,52.297,65.14,51.112,-0.207,0.646,0.829,0.262
Firecracker_4GB->Firecracker_8GB,RegressionRuntime,SCSMT2,3.566,3480.416,976,976,1616.235,1606.105,3765.093,3743.074,0.429,0.429,0.499,0.5,0.001,0.3,0.699,0.001,0.211,0.176,126.943,1.506,38.034,86.2,114.394,-0.065,0.593,-0.241,0.587
Firecracker_2GB->Firecracker_4GB,Forest,SCSMT2,10.194,9765.852,958,975,2106.876,1555.087,5403.745,3750.901,0.39,0.415,0.549,0.45,0.001,0.5,0.499,0.001,0.949,0.177,295.662,7.764,238.775,284.039,157.719,1.444,0.071,1.806,0.052
Firecracker_512MB->Firecracker_8GB,ForestRuntime,SCSMT2,3.341,3260.816,976,976,7683.188,1606.105,22556.046,3743.074,0.341,0.429,0.146,0.854,0,0.3,0.699,0.001,0.126,0.176,107.653,1.239,45.597,59.088,87.005,-0.335,0.706,0.729,0.451
Firecracker_2GB->Firecracker_4GB,ForestRuntime,SCSMT2,2.085,2034.96,976,976,2142.155,1616.235,5446.657,3765.093,0.393,0.429,0.548,0.45,0.001,0.499,0.5,0.001,1.016,0.211,80.665,0.589,21.029,69.952,45.452,-0.112,0.655,0.544,0.61
Firecracker_512MB->Firecracker_4GB,Forest,SCSMT2,1.978,1930.528,976,975,7683.188,1555.087,22556.046,3750.901,0.341,0.415,0.146,0.854,0,0.5,0.499,0.001,0.126,0.177,65.493,1.712,55.378,32.074,58.394,-0.238,0.815,0.534,0.386
Firecracker_4GB->Firecracker_8GB,ForestRuntime,SCSMT2,3.589,3502.864,976,976,1616.235,1606.105,3765.093,3743.074,0.429,0.429,0.499,0.5,0.001,0.3,0.699,0.001,0.211,0.176,128.099,1.55,39.499,86.797,114.692,-0.066,0.59,-0.243,0.584
Firecracker_512MB->Firecracker_8GB,Forest,SCSMT2,1.813,1769.488,976,975,7683.188,1603.532,22556.046,3739.731,0.341,0.429,0.146,0.854,0,0.3,0.699,0.001,0.126,0.115,64.852,1.105,40.696,52.969,28.339,-0.252,0.707,0.87,0.252
Firecracker_2GB->Firecracker_8GB,Forest,SCSMT2,11.489,11006.462,958,975,2106.876,1603.532,5403.745,3739.731,0.39,0.429,0.549,0.45,0.001,0.3,0.699,0.001,0.949,0.115,318.054,9.376,285.126,302.599,194.269,1.439,0.054,2.125,0.018
Firecracker_4GB->Firecracker_8GB,Forest,SCSMT2,1.731,1687.725,975,975,1555.087,1603.532,3750.901,3739.731,0.415,0.429,0.5,0.499,0.001,0.3,0.699,0.001,0.177,0.115,54.085,1.339,46.238,36.641,35.948,-0.024,0.81,0.305,0.695
,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
All Data (AWS),,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
name,process,workload,MAPE,#VALUE!,sDF,tDF,sSTDEV,tSTDEV,sAverage,tAverage,sCV,tCV,sUser,sIdle,sKern,tUser,tIdle,tKern,sLTAMape,tLTAMape,wassersteinDistance,minMape,minWasserstein,meanOffset,stdOffset,tStat,pValue,tStatTarget,pValueTarget
Firecracker_256MB->Firecracker_512MB,RegressionRuntime,SCNMT2,2.124,186.912,88,88,3138.477,1573.433,15107.307,7556.307,0.208,0.208,0.073,0.927,0,0.146,0.854,0,0.166,0.204,166.433,1.45,100.173,150.26,57.22,-0.258,0.763,-0.135,0.73
Firecracker_256MB->Firecracker_1GB,RegressionRuntime,SCNMT2,2.355,207.24,88,88,3138.477,784.289,15107.307,3759.727,0.208,0.209,0.073,0.927,0,0.292,0.708,0.001,0.166,0.232,94.293,1.75,66.884,50.055,94.347,-0.11,0.85,0.064,0.772
Firecracker_256MB->Firecracker_2GB,RegressionRuntime,SCNMT2,4.406,387.728,88,88,3138.477,412.301,15107.307,1978.284,0.208,0.208,0.073,0.927,0,0.549,0.45,0.001,0.166,0.784,78.15,1.038,20.619,47.396,56.579,0.242,0.739,0.482,0.592
Firecracker_256MB->Firecracker_4GB,RegressionRuntime,SCNMT2,4.059,357.192,88,88,3138.477,299.947,15107.307,1445.489,0.208,0.208,0.073,0.927,0,0.501,0.498,0.001,0.166,0.31,63.447,1.355,20.353,48.518,50.817,-0.121,0.64,-0.009,0.549
Firecracker_256MB->Firecracker_8GB,RegressionRuntime,SCNMT2,3.303,290.664,88,88,3138.477,301.322,15107.307,1441.682,0.208,0.209,0.073,0.927,0,0.302,0.698,0.001,0.166,0.248,48.516,2.065,33.942,31.397,30.974,-0.337,0.747,-0.164,0.676
Firecracker_512MB->Firecracker_1GB,RegressionRuntime,SCNMT2,2.7,237.6,88,88,1573.433,784.289,7556.307,3759.727,0.208,0.209,0.146,0.854,0,0.292,0.708,0.001,0.204,0.232,94.025,1.754,67.809,47.251,80.289,0.12,0.856,0.186,0.795
Firecracker_256MB->Firecracker_512MB,Regression,SCNMT2,2.132,187.616,88,88,3138.477,1573.433,15107.307,7556.307,0.208,0.208,0.073,0.927,0,0.146,0.854,0,0.166,0.204,167.248,1.59,111.403,152.989,54.635,-0.248,0.761,-0.126,0.729
Firecracker_512MB->Firecracker_2GB,RegressionRuntime,SCNMT2,6.052,532.576,88,88,1573.433,412.301,7556.307,1978.284,0.208,0.208,0.146,0.854,0,0.549,0.45,0.001,0.204,0.784,111.055,2.783,52.385,78.734,69.639,0.362,0.6,0.586,0.404
Firecracker_512MB->Firecracker_4GB,RegressionRuntime,SCNMT2,4.159,365.992,88,88,1573.433,299.947,7556.307,1445.489,0.208,0.208,0.146,0.854,0,0.501,0.498,0.001,0.204,0.31,60.571,2.056,30.978,34.539,52.535,0.1,0.733,0.091,0.783
Firecracker_256MB->Firecracker_1GB,Regression,SCNMT2,2.384,209.792,88,88,3138.477,784.289,15107.307,3759.727,0.208,0.209,0.073,0.927,0,0.292,0.708,0.001,0.166,0.232,95.788,1.722,65.815,53.692,96.374,-0.116,0.84,0.059,0.775
Firecracker_256MB->Firecracker_512MB,ForestRuntime,SCNMT2,3.012,265.056,88,88,3138.477,1573.433,15107.307,7556.307,0.208,0.208,0.073,0.927,0,0.146,0.854,0,0.166,0.204,234.338,2.123,164.2,156.851,104.56,-0.309,0.76,-0.187,0.733
Firecracker_256MB->Firecracker_2GB,Regression,SCNMT2,4.145,364.76,88,88,3138.477,412.301,15107.307,1978.284,0.208,0.208,0.073,0.927,0,0.549,0.45,0.001,0.166,0.784,73.489,1.479,29.089,39.806,57.401,0.081,0.783,0.323,0.612
Firecracker_256MB->Firecracker_4GB,Regression,SCNMT2,4.031,354.728,88,88,3138.477,299.947,15107.307,1445.489,0.208,0.208,0.073,0.927,0,0.501,0.498,0.001,0.166,0.31,62.957,1.231,18.494,48.443,49.633,-0.11,0.644,0.001,0.553
Firecracker_256MB->Firecracker_1GB,ForestRuntime,SCNMT2,2.579,226.952,88,88,3138.477,784.289,15107.307,3759.727,0.208,0.209,0.073,0.927,0,0.292,0.708,0.001,0.166,0.232,104.988,1.891,75.746,44.464,75.849,-0.169,0.867,0,0.748
Firecracker_512MB->Firecracker_8GB,RegressionRuntime,SCNMT2,3.231,284.328,88,88,1573.433,301.322,7556.307,1441.682,0.208,0.209,0.146,0.854,0,0.302,0.698,0.001,0.204,0.248,43.847,2.167,28.195,24.061,29.124,-0.162,0.818,-0.036,0.573
Firecracker_256MB->Firecracker_2GB,ForestRuntime,SCNMT2,4.554,400.752,88,88,3138.477,412.301,15107.307,1978.284,0.208,0.208,0.073,0.927,0,0.549,0.45,0.001,0.166,0.784,83.513,1.892,38.622,65.706,31.825,0.16,0.658,0.398,0.531
data256MB->Firecracker_2GB,Regression,SCNMT2,5.157,4558.788,884,88,4414.951,412.301,18777.098,1978.284,0.235,0.208,0.955,0.044,0.001,0.549,0.45,0.001,0.27,0.784,105.66,1.899,37.372,85.991,45.25,0.41,0.299,0.307,0.603
Firecracker_1GB->Firecracker_2GB,RegressionRuntime,SCNMT2,5.165,454.52,88,88,784.289,412.301,3759.727,1978.284,0.209,0.208,0.292,0.708,0.001,0.549,0.45,0.001,0.232,0.784,95.173,2.448,44.966,66.676,43.828,0.307,0.678,0.378,0.522
Firecracker_256MB->Firecracker_8GB,Regression,SCNMT2,3.278,288.464,88,88,3138.477,301.322,15107.307,1441.682,0.208,0.209,0.073,0.927,0,0.302,0.698,0.001,0.166,0.248,48.207,2.07,34.062,29.965,32.085,-0.324,0.757,-0.151,0.67
Firecracker_256MB->Firecracker_4GB,ForestRuntime,SCNMT2,3.436,302.368,88,88,3138.477,299.947,15107.307,1445.489,0.208,0.208,0.073,0.927,0,0.501,0.498,0.001,0.166,0.31,52.635,1.518,22.775,37.796,29.951,-0.176,0.695,-0.068,0.611
Firecracker_1GB->Firecracker_4GB,RegressionRuntime,SCNMT2,3.604,317.152,88,88,784.289,299.947,3759.727,1445.489,0.209,0.208,0.292,0.708,0.001,0.501,0.498,0.001,0.232,0.31,55.626,2.124,32.224,50.568,32.101,0.031,0.626,-0.065,0.642
Firecracker_512MB->Firecracker_1GB,Regression,SCNMT2,2.655,233.64,88,88,1573.433,784.289,7556.307,3759.727,0.208,0.209,0.146,0.854,0,0.292,0.708,0.001,0.204,0.232,92.874,1.724,66.804,47.395,78.969,0.121,0.855,0.187,0.794
data512MB->Firecracker_512MB,RegressionRuntime,SCNMT2,6.672,7339.2,1100,88,2048.577,1573.433,8700.094,7556.307,0.235,0.208,0.907,0.092,0.001,0.146,0.854,0,0.688,0.204,491.917,4.426,338.294,256.487,454.798,-0.697,0.228,-0.656,0.434
data256MB->Firecracker_8GB,Regression,SCNMT2,5.556,4911.504,884,88,4414.951,301.322,18777.098,1441.682,0.235,0.209,0.955,0.044,0.001,0.302,0.698,0.001,0.27,0.248,80.572,2.677,38.735,67.893,38.513,-0.782,0.231,-0.292,0.47
data256MB->Firecracker_4GB,Regression,SCNMT2,4.305,3805.62,884,88,4414.951,299.947,18777.098,1445.489,0.235,0.208,0.955,0.044,0.001,0.501,0.498,0.001,0.27,0.31,60.089,2.028,31.555,43.172,24.469,0.128,0.359,-0.095,0.404
Firecracker_512MB->Firecracker_1GB,ForestRuntime,SCNMT2,3.407,299.816,88,88,1573.433,784.289,7556.307,3759.727,0.208,0.209,0.146,0.854,0,0.292,0.708,0.001,0.204,0.232,122.332,1.653,65.947,80.744,58.357,0.041,0.768,0.105,0.705
Firecracker_256MB->Firecracker_8GB,ForestRuntime,SCNMT2,3.582,315.216,88,88,3138.477,301.322,15107.307,1441.682,0.208,0.209,0.073,0.927,0,0.302,0.698,0.001,0.166,0.248,53.014,2.26,36.049,39.836,16.343,-0.4,0.7,-0.229,0.615
data256MB->Firecracker_4GB,RegressionRuntime,SCNMT2,4.386,4824.6,1100,88,4273.76,299.947,18632.948,1445.489,0.229,0.208,0.933,0.066,0.001,0.501,0.498,0.001,0.256,0.31,61.702,3.428,50.143,27.687,49.389,0.327,0.474,-0.176,0.571
data256MB->Firecracker_1GB,ForestRuntime,SCNMT2,4.852,5337.2,1100,88,4273.76,784.289,18632.948,3759.727,0.229,0.209,0.933,0.066,0.001,0.292,0.708,0.001,0.256,0.232,188.413,2.368,92.176,108.924,167.114,-0.098,0.242,-0.046,0.626
Firecracker_1GB->Firecracker_8GB,RegressionRuntime,SCNMT2,3.108,273.504,88,88,784.289,301.322,3759.727,1441.682,0.209,0.209,0.292,0.708,0.001,0.302,0.698,0.001,0.232,0.248,42.303,1.9,25.109,32.947,18.398,-0.277,0.758,-0.212,0.619
Firecracker_512MB->Firecracker_2GB,Regression,SCNMT2,5.619,494.472,88,88,1573.433,412.301,7556.307,1978.284,0.208,0.208,0.146,0.854,0,0.549,0.45,0.001,0.204,0.784,101.726,2.715,48.283,71.327,68.546,0.208,0.636,0.435,0.405
data512MB->Firecracker_8GB,RegressionRuntime,SCNMT2,5.444,5988.4,1100,88,2048.577,301.322,8700.094,1441.682,0.235,0.209,0.907,0.092,0.001,0.302,0.698,0.001,0.688,0.248,79.04,3.773,56.741,57.638,61.258,-0.927,0.09,-0.538,0.472
Firecracker_512MB->Firecracker_4GB,Regression,SCNMT2,4.134,363.792,88,88,1573.433,299.947,7556.307,1445.489,0.208,0.208,0.146,0.854,0,0.501,0.498,0.001,0.204,0.31,60.313,2.061,31.255,34.568,51.459,0.117,0.733,0.109,0.8
Firecracker_2GB->Firecracker_4GB,RegressionRuntime,SCNMT2,6.199,545.512,88,88,412.301,299.947,1978.284,1445.489,0.208,0.208,0.549,0.45,0.001,0.501,0.498,0.001,0.784,0.31,85.581,3.522,46.58,78.166,13.173,-0.307,0.474,-0.401,0.255
data512MB->Firecracker_4GB,RegressionRuntime,SCNMT2,5.225,5747.5,1100,88,2048.577,299.947,8700.094,1445.489,0.235,0.208,0.907,0.092,0.001,0.501,0.498,0.001,0.688,0.31,72.602,3.45,49.06,52.803,38.37,0.006,0.263,-0.416,0.418
Firecracker_512MB->Firecracker_2GB,ForestRuntime,SCNMT2,6.395,562.76,88,88,1573.433,412.301,7556.307,1978.284,0.208,0.208,0.146,0.854,0,0.549,0.45,0.001,0.204,0.784,117.652,3.195,60.134,96.96,52.636,0.262,0.531,0.486,0.331
data256MB->Firecracker_256MB,Regression,SCNMT2,6.009,5311.956,884,88,4414.951,3138.477,18777.098,15107.307,0.235,0.208,0.955,0.044,0.001,0.073,0.927,0,0.27,0.166,947.521,4.453,707.76,663.564,777.936,0.199,0.2,-0.089,0.55
data256MB->Firecracker_2GB,RegressionRuntime,SCNMT2,5.784,6362.4,1100,88,4273.76,412.301,18632.948,1978.284,0.229,0.208,0.933,0.066,0.001,0.549,0.45,0.001,0.256,0.784,122.642,3.676,79.986,99.981,86.631,0.899,0.098,0.44,0.47
Firecracker_2GB->Firecracker_8GB,RegressionRuntime,SCNMT2,4.993,439.384,88,88,412.301,301.322,1978.284,1441.682,0.208,0.209,0.549,0.45,0.001,0.302,0.698,0.001,0.784,0.248,69.226,3.324,38.152,64.738,18.862,-0.537,0.557,-0.625,0.539
Firecracker_512MB->Firecracker_8GB,Regression,SCNMT2,3.192,280.896,88,88,1573.433,301.322,7556.307,1441.682,0.208,0.209,0.146,0.854,0,0.302,0.698,0.001,0.204,0.248,43.211,2.105,27.316,23.877,28.869,-0.143,0.817,-0.017,0.57
data512MB->Firecracker_2GB,RegressionRuntime,SCNMT2,5.389,5927.9,1100,88,2048.577,412.301,8700.094,1978.284,0.235,0.208,0.907,0.092,0.001,0.549,0.45,0.001,0.688,0.784,112.102,4.215,92.4,94.499,79.462,0.778,0.069,0.254,0.326
Firecracker_512MB->Firecracker_4GB,ForestRuntime,SCNMT2,3.772,331.936,88,88,1573.433,299.947,7556.307,1445.489,0.208,0.208,0.146,0.854,0,0.501,0.498,0.001,0.204,0.31,52.998,2.381,36.059,24.825,42.224,0.014,0.796,0.008,0.847
data256MB->Firecracker_8GB,ForestRuntime,SCNMT2,5.711,6282.1,1100,88,4273.76,301.322,18632.948,1441.682,0.229,0.209,0.933,0.066,0.001,0.302,0.698,0.001,0.256,0.248,82.999,3.365,45.774,56.494,69.712,-0.804,0.223,-0.354,0.39
data512MB->Firecracker_1GB,Regression,SCNMT2,4.634,4893.504,1056,88,2049.58,784.289,8685.495,3759.727,0.236,0.209,0.925,0.074,0.001,0.292,0.708,0.001,0.191,0.232,176.175,2.905,110.455,158.402,99.565,-0.674,0.048,-0.439,0.418
data512MB->Firecracker_8GB,Regression,SCNMT2,5.694,6012.864,1056,88,2049.58,301.322,8685.495,1441.682,0.236,0.209,0.925,0.074,0.001,0.302,0.698,0.001,0.191,0.248,82.63,2.809,39.968,72.117,41.087,-1.244,0.167,-0.689,0.306
Firecracker_4GB->Firecracker_8GB,RegressionRuntime,SCNMT2,5.303,466.664,88,88,299.947,301.322,1445.489,1441.682,0.208,0.209,0.501,0.498,0.001,0.302,0.698,0.001,0.31,0.248,74.482,1.554,24.344,70.849,19.059,-0.397,0.506,-0.191,0.442
Firecracker_512MB->Firecracker_8GB,ForestRuntime,SCNMT2,4.019,353.672,88,88,1573.433,301.322,7556.307,1441.682,0.208,0.209,0.146,0.854,0,0.302,0.698,0.001,0.204,0.248,55.126,2.59,34.389,39.748,19.059,-0.242,0.712,-0.121,0.488
data256MB->Firecracker_256MB,Forest,SCNMT2,6,5304,884,88,4414.951,3138.477,18777.098,15107.307,0.235,0.208,0.955,0.044,0.001,0.073,0.927,0,0.27,0.166,940.628,4.387,680.586,652.684,759.466,0.198,0.209,-0.09,0.552
Firecracker_1GB->Firecracker_2GB,Regression,SCNMT2,4.708,414.304,88,88,784.289,412.301,3759.727,1978.284,0.209,0.208,0.292,0.708,0.001,0.549,0.45,0.001,0.232,0.784,85.568,1.833,34.146,62.742,41.922,0.173,0.693,0.242,0.532
data512MB->Firecracker_1GB,ForestRuntime,SCNMT2,4.829,5311.9,1100,88,2048.577,784.289,8700.094,3759.727,0.235,0.209,0.907,0.092,0.001,0.292,0.708,0.001,0.688,0.232,179.743,4.125,157.586,117.378,146.422,-0.242,0.121,-0.31,0.51
data512MB->Firecracker_1GB,RegressionRuntime,SCNMT2,4.838,5321.8,1100,88,2048.577,784.289,8700.094,3759.727,0.235,0.209,0.907,0.092,0.001,0.292,0.708,0.001,0.688,0.232,180.182,4.199,160.038,118.472,147.936,-0.225,0.118,-0.303,0.512
Firecracker_1GB->Firecracker_4GB,Regression,SCNMT2,3.585,315.48,88,88,784.289,299.947,3759.727,1445.489,0.209,0.208,0.292,0.708,0.001,0.501,0.498,0.001,0.232,0.31,55.082,2.367,36.297,49.757,31.487,0.058,0.634,-0.038,0.649
